Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EV_A,EV_B,EV_diff
314,True,15,2,9,0.2,-11,-9,0.99,-10,0,1,False,0,0.1733333333333333,0.2814926202195987,-7.000000000000001,-9.01,-2.009999999999999
317,True,16,4,41,0.25,24,28,1.0,28,0,1,False,0,0.3375,0.3913651321549567,28.25,28.0,-0.25
318,False,16,1,2,1.0,2,73,0.2,-19,0,1,False,0,0.375,0.4187282332651254,2.0,-0.5999999999999996,-2.5999999999999996
318,True,15,5,2,1.0,2,73,0.2,-19,0,1,False,0,0.32,0.352946778667023,2.0,-0.5999999999999996,-2.5999999999999996
323,False,16,1,7,1.0,7,16,0.2,7,3,3,False,0,0.75,0.3829708431025353,7.0,8.8,1.8000000000000007
324,True,17,3,103,0.25,-17,13,1.0,13,2,2,True,0,0.7185520361990951,0.282987271855153,13.0,13.0,0.0
325,True,17,4,5,1.0,5,19,0.4,-10,1,4,False,0,0.4941176470588234,0.4069253436370333,5.0,1.6000000000000005,-3.3999999999999995
326,True,16,3,25,0.95,-14,21,0.95,12,0,1,False,0,0.5750000000000001,0.4187282332651254,23.05,20.55,-2.5
328,True,16,3,21,0.25,8,12,0.99,-4,0,1,True,0,0.2500000000000001,0.2780887148615228,11.25,11.84,0.5899999999999999
331,True,18,3,43,0.4,-39,82,0.25,-33,0,1,False,0,0.4666666666666667,0.3757345746510897,-6.199999999999999,-4.25,1.9499999999999993
335,False,15,1,-7,1.0,-7,19,0.05,-5,0,1,True,0,0.8933333333333332,0.1830950832868253,-7.0,-3.8,3.2
335,True,16,4,-7,1.0,-7,19,0.05,-5,0,1,True,0,0.8250000000000001,0.2516611478423583,-7.0,-3.8,3.2
336,True,16,4,36,0.4,-34,41,0.25,-20,3,6,False,0,0.525,0.3492849839314596,-5.999999999999998,-4.75,1.2499999999999982
337,True,16,4,29,1.0,29,61,0.05,27,0,1,False,0,0.4375000000000001,0.4272001872658765,29.0,28.7,-0.3000000000000007
338,True,18,4,13,0.5,-29,1,0.25,-11,0,1,True,0,0.4777777777777778,0.3299831645537222,-8.0,-8.0,0.0
339,True,17,4,20,1.0,20,29,0.4,10,1,2,True,0,0.8235294117647058,0.2332632948105689,20.0,17.6,-2.3999999999999986
343,True,17,2,13,1.0,13,13,1.0,13,1,4,False,0,0.611764705882353,0.4553602323177449,13.0,13.0,0.0
344,False,16,1,80,0.25,-13,19,0.2,9,0,1,False,1,0.6,0.4066120181860509,10.25,11.0,0.75
347,False,16,1,15,1.0,15,27,0.6,-1,1,2,False,0,0.5625,0.4573474244670748,15.0,15.799999999999999,0.7999999999999989
349,False,16,1,-6,1.0,-6,0,0.05,-7,0,1,True,0,0.8375000000000001,0.2848976424378879,-6.0,-6.6499999999999995,-0.6499999999999995
349,True,16,2,-6,1.0,-6,0,0.05,-7,0,1,True,0,0.7375,0.3630886025935451,-6.0,-6.6499999999999995,-0.6499999999999995
350,False,16,1,34,0.01,-1,10,0.75,-31,0,1,False,-1,0.5875000000000001,0.4287578959428425,-0.6499999999999999,-0.25,0.3999999999999999
350,True,15,3,34,0.01,-1,10,0.75,-31,0,1,False,-1,0.7066666666666667,0.3369329451445933,-0.6499999999999999,-0.25,0.3999999999999999
352,True,16,4,13,1.0,13,43,0.1,13,1,6,False,0,0.95,0.1366260102127946,13.0,16.0,3.0
353,True,16,4,8,0.4,6,7,1.0,7,1,8,False,0,0.575,0.443471156521669,6.8,7.0,0.20000000000000018
354,False,16,1,9,0.6,2,22,0.25,1,0,1,True,0,0.475,0.4312771730569565,6.199999999999999,6.25,0.05000000000000071
355,True,16,5,-1,1.0,-1,54,0.4,-38,0,1,False,0,0.7,0.3265986323710904,-1.0,-1.1999999999999993,-0.1999999999999993
357,True,16,2,-3,1.0,-3,19,0.2,-10,0,1,False,0,0.6499999999999999,0.3306559138036598,-3.0,-4.199999999999999,-1.1999999999999993
359,True,16,2,27,0.5,-43,95,0.2,-30,2,5,False,1,0.6625,0.3159641329855864,-8.0,-5.0,3.0
360,True,33,3,14,1.0,14,114,0.01,12,0,1,False,0,0.5333333333333333,0.4173328008516305,14.0,13.02,-0.9800000000000004
361,True,16,5,-10,1.0,-10,75,0.2,-28,0,1,True,0,0.7749999999999999,0.2516611478423583,-10.0,-7.400000000000002,2.599999999999998
362,False,16,1,101,0.01,1,24,0.2,-2,1,4,False,0,0.1875,0.2963668897386031,2.0,3.2000000000000006,1.2000000000000006
362,True,16,3,101,0.01,1,24,0.2,-2,1,4,False,0,0.3250000000000001,0.3714835124201341,2.0,3.2000000000000006,1.2000000000000006
365,False,16,1,-4,1.0,-4,67,0.01,-6,0,1,False,0,0.3375,0.3774917217635376,-4.0,-5.27,-1.2699999999999996
365,True,16,4,-4,1.0,-4,67,0.01,-6,0,1,False,0,0.425,0.4250490167812021,-4.0,-5.27,-1.2699999999999996
366,True,16,4,19,0.95,18,37,0.1,17,1,8,False,0,0.575,0.443471156521669,18.950000000000003,19.0,0.04999999999999716
368,True,17,5,-5,0.99,-19,25,0.4,-26,1,4,False,0,0.7185520361990951,0.3163570704631434,-5.140000000000001,-5.6,-0.4599999999999991
369,True,15,3,-4,1.0,-4,38,0.01,-1,0,1,False,0,0.8266666666666667,0.2914659173083209,-4.0,-0.61,3.39
371,True,31,3,5,0.6,-8,40,0.25,-10,3,4,False,0,0.4258064516129032,0.3255433836275219,-0.20000000000000018,2.5,2.7
372,True,16,2,7,1.0,7,31,0.2,4,2,3,False,0,0.775,0.2816617356570348,7.0,9.4,2.4000000000000004
374,True,18,2,-8,1.0,-8,41,0.1,-15,0,1,False,0,0.5777777777777777,0.3750381244236936,-8.0,-9.399999999999999,-1.3999999999999986
378,True,17,4,1,1.0,1,21,0.25,-3,0,1,True,0,0.6941176470588236,0.40073461953532,1.0,3.0,2.0
381,True,18,3,30,0.95,7,36,0.1,31,0,1,False,0,0.8999999999999999,0.1714985851425088,28.85,31.500000000000004,2.650000000000002
382,False,16,1,7,1.0,7,8,0.99,-26,1,6,False,0,0.35,0.3966526608171605,7.0,7.66,0.6600000000000001
382,True,16,3,7,1.0,7,8,0.99,-26,1,6,False,0,0.65,0.3966526608171605,7.0,7.66,0.6600000000000001
384,False,16,1,4,1.0,4,24,0.6,-31,0,1,False,0,0.575,0.3991657967979388,4.0,1.9999999999999982,-2.0000000000000018
386,False,16,1,1,1.0,1,15,0.75,-44,0,1,False,0,0.5875,0.3964425136973413,1.0,0.25,-0.75
386,True,16,2,1,1.0,1,15,0.75,-44,0,1,False,0,0.7000000000000001,0.3425395354310701,1.0,0.25,-0.75
387,True,18,3,-5,1.0,-5,23,0.5,-39,1,4,False,0,0.7222222222222222,0.3888982258449625,-5.0,-8.0,-3.0
388,False,16,1,-10,1.0,-10,5,0.6,-29,2,4,True,0,0.8,0.3183289703016885,-10.0,-8.600000000000001,1.3999999999999986
388,True,16,4,-10,1.0,-10,5,0.6,-29,2,4,True,0,0.8375,0.2552776266472773,-10.0,-8.600000000000001,1.3999999999999986
390,False,16,1,-8,1.0,-8,-9,0.99,-24,1,8,False,0,0.3750000000000001,0.3924283374069717,-8.0,-9.15,-1.1500000000000004
391,True,16,5,74,0.25,7,32,0.75,-10,0,1,False,0,0.4,0.3183289703016886,23.75,21.5,-2.25
392,False,16,1,28,0.99,-4,87,0.5,-36,0,1,True,1,0.0875,0.1784189825476351,27.68,25.5,-2.1799999999999997
393,True,18,4,0,1.0,0,40,0.05,-3,0,1,False,0,0.5111111111111111,0.4457497172825983,0.0,-0.8499999999999996,-0.8499999999999996
394,False,16,1,93,0.1,-3,37,0.6,-44,0,1,False,0,0.2625,0.3774917217635375,6.6000000000000005,4.599999999999998,-2.0000000000000027
394,True,16,4,93,0.1,-3,37,0.6,-44,0,1,False,0,0.4375000000000001,0.4145278438577237,6.6000000000000005,4.599999999999998,-2.0000000000000027
395,True,16,5,36,0.75,-7,33,0.4,21,0,1,False,0,0.6125,0.389657969677682,25.25,25.8,0.5500000000000007
396,True,16,3,13,1.0,13,16,0.99,1,0,1,False,0,0.6,0.3723797345005051,13.0,15.85,2.8499999999999996
397,True,16,4,8,1.0,8,12,0.25,9,1,4,False,0,0.75,0.2780887148615228,8.0,9.75,1.75
399,True,17,2,28,1.0,28,57,0.25,15,1,2,False,0,0.5647058823529413,0.4372373160976031,28.0,25.5,-2.5
401,True,17,3,24,1.0,24,32,0.9,-21,0,1,False,0,0.4,0.3872983346207417,24.0,26.700000000000003,2.700000000000003
402,False,16,1,-8,1.0,-8,-5,0.8,-9,1,6,False,0,0.775,0.2909753712372692,-8.0,-5.8,2.2
402,True,16,5,-8,1.0,-8,-5,0.8,-9,1,6,False,0,0.825,0.3785938897200181,-8.0,-5.8,2.2
403,True,17,4,27,1.0,27,27,0.5,23,0,1,False,0,0.0352941176470588,0.1057188279741848,27.0,25.0,-2.0
408,False,16,1,29,0.75,1,22,1.0,22,1,6,False,0,0.425,0.4187282332651256,22.0,22.0,0.0
408,True,15,3,29,0.75,1,22,1.0,22,1,6,False,0,0.3733333333333333,0.4333699618219101,22.0,22.0,0.0
409,True,18,5,-5,1.0,-5,-4,0.75,-15,1,6,True,0,0.3666666666666668,0.3895698985834929,-5.0,-6.75,-1.75
411,False,16,1,25,1.0,25,115,0.1,14,2,5,False,0,0.66875,0.3360927451364181,25.0,24.1,-0.8999999999999986
411,True,31,3,25,1.0,25,115,0.1,14,2,5,False,0,0.496774193548387,0.4159197606652369,25.0,24.1,-0.8999999999999986
413,True,17,5,27,1.0,27,29,0.99,11,0,1,False,0,0.6941176470588236,0.3815602643018762,27.0,28.82,1.8200000000000003
414,False,16,1,29,1.0,29,65,0.1,22,1,8,True,0,0.7499999999999999,0.3306559138036598,29.0,26.3,-2.6999999999999993
414,True,15,2,29,1.0,29,65,0.1,22,1,8,True,0,0.5733333333333334,0.376955220278534,29.0,26.3,-2.6999999999999993
416,False,16,1,3,1.0,3,19,0.1,-1,3,6,False,0,0.3750000000000001,0.3785938897200182,3.0,1.0,-2.0
417,True,17,5,24,1.0,24,50,0.05,26,2,5,False,0,0.9058823529411764,0.2749331469541598,24.0,27.2,3.1999999999999993
418,True,16,4,25,1.0,25,29,0.75,17,1,8,False,0,0.6625,0.3703601850451351,25.0,26.0,1.0
419,True,19,4,29,1.0,29,50,0.6,-1,0,1,False,0,0.3368421052631579,0.4058058188014305,29.0,29.6,0.6000000000000014
422,False,16,1,22,0.1,18,18,1.0,18,1,2,False,0,0.2875,0.3792536530256937,18.4,18.0,-0.3999999999999986
422,True,16,2,22,0.1,18,18,1.0,18,1,2,False,0,0.375,0.4187282332651254,18.4,18.0,-0.3999999999999986
423,True,17,4,27,0.99,-24,84,0.4,-15,1,4,False,-1,0.4941176470588236,0.3091734712004212,26.490000000000002,24.6,-1.8900000000000006
425,True,17,2,15,1.0,15,33,0.2,13,2,2,False,0,0.7647058823529411,0.3258473117707668,15.0,17.0,2.0
429,False,32,1,-3,1.0,-3,70,0.1,-10,2,3,False,0,0.58125,0.3675880408037446,-3.0,-2.0,1.0
429,True,15,3,-3,1.0,-3,70,0.1,-10,2,3,False,0,0.6,0.3545621041711673,-3.0,-2.0,1.0
430,True,16,3,0,0.99,-28,54,0.05,-1,0,1,False,0,0.475,0.3714835124201343,-0.28000000000000025,1.7500000000000002,2.0300000000000002
431,False,16,1,9,0.99,-17,9,1.0,9,0,1,False,0,0.8375,0.2753785273643051,8.74,9.0,0.2599999999999998
431,True,15,5,9,0.99,-17,9,1.0,9,0,1,False,0,0.96,0.1121223821162776,8.74,9.0,0.2599999999999998
432,False,16,1,-1,1.0,-1,24,0.2,-6,0,1,False,0,0.4696428571428572,0.4274867225530913,-1.0,0.0,1.0
432,True,15,5,-1,1.0,-1,24,0.2,-6,0,1,False,0,0.2800000000000001,0.3004758131459407,-1.0,0.0,1.0
436,True,19,4,55,0.5,-9,23,1.0,23,1,8,False,0,0.6842105263157896,0.2774149677423433,23.0,23.0,0.0
437,False,17,1,25,1.0,25,31,0.01,28,0,1,True,0,0.7529411764705882,0.3710081654405055,25.0,28.029999999999998,3.0299999999999976
437,True,15,4,25,1.0,25,31,0.01,28,0,1,True,0,0.8266666666666668,0.2120197654757238,25.0,28.029999999999998,3.0299999999999976
440,True,33,5,-5,0.8,-9,-6,1.0,-6,0,1,False,0,0.5393939393939394,0.3856321060442468,-5.8,-6.0,-0.20000000000000018
442,False,17,1,-5,0.9,-11,18,0.5,-26,0,1,False,1,0.7294117647058824,0.3386825687172889,-5.6,-4.0,1.5999999999999996
444,False,16,1,26,0.9,-3,26,0.99,0,1,2,False,0,0.6875,0.3575378767813745,23.1,25.74,2.639999999999997
444,True,15,2,26,0.9,-3,26,0.99,0,1,2,False,0,0.6666666666666666,0.3677473252630061,23.1,25.74,2.639999999999997
446,True,16,2,10,1.0,10,57,0.25,-9,0,1,False,0,0.2375,0.3030401513551189,10.0,7.5,-2.5
449,False,32,1,-2,1.0,-2,87,0.01,-5,0,1,False,0,0.55,0.3627849269550852,-2.0,-4.08,-2.08
451,True,15,2,5,0.95,-4,14,0.05,3,0,1,False,0,0.52,0.3839642840533107,4.55,3.55,-1.0
452,True,15,5,19,0.4,-4,22,0.01,2,3,4,False,0,0.6533333333333334,0.341983012666391,5.200000000000001,2.2,-3.000000000000001
460,False,15,1,27,0.75,-21,42,0.5,-18,0,1,False,0,0.5066666666666667,0.384460041889302,15.0,12.0,-3.0
460,True,15,2,27,0.75,-21,42,0.5,-18,0,1,False,0,0.4,0.3703280399090206,15.0,12.0,-3.0
461,True,17,3,26,1.0,26,99,0.05,21,1,2,False,0,0.5294117647058825,0.4119537381223056,26.0,24.9,-1.1000000000000014
462,False,32,1,18,1.0,18,29,0.01,17,0,1,False,0,0.5375,0.3607787276469896,18.0,17.119999999999997,-0.8800000000000026
462,True,16,2,18,1.0,18,29,0.01,17,0,1,False,0,0.4,0.4442221666388715,18.0,17.119999999999997,-0.8800000000000026
464,False,16,1,4,1.0,4,25,0.4,-13,0,1,False,0,0.2625,0.2895398648430529,4.0,2.2,-1.7999999999999998
464,True,16,4,4,1.0,4,25,0.4,-13,0,1,False,0,0.25,0.2780887148615228,4.0,2.2,-1.7999999999999998
465,True,15,2,36,0.05,25,75,0.25,8,1,2,True,0,0.44,0.3480558247506528,25.55,24.75,-0.8000000000000007
467,False,16,1,19,1.0,19,29,0.4,13,0,1,True,0,0.7999999999999999,0.2065591117977288,19.0,19.400000000000002,0.40000000000000213
467,True,16,4,19,1.0,19,29,0.4,13,0,1,True,0,0.5875,0.3304037933599835,19.0,19.400000000000002,0.40000000000000213
468,True,20,5,42,0.8,-28,35,0.25,22,0,1,True,0,0.4600000000000001,0.3676382661487267,28.000000000000004,25.25,-2.7500000000000036
472,True,18,2,96,0.25,-44,-11,0.01,-12,0,1,False,0,0.3888888888888889,0.3529520695486751,-9.0,-11.989999999999998,-2.9899999999999984
477,True,16,2,63,0.1,22,26,1.0,26,1,6,True,0,0.5875,0.4031128874149274,26.1,26.0,-0.10000000000000142
478,False,16,1,8,1.0,8,78,0.2,-7,1,6,False,0,0.4,0.3577708763999664,8.0,10.0,2.0
478,True,16,2,8,1.0,8,78,0.2,-7,1,6,False,0,0.2625,0.3324154027718932,8.0,10.0,2.0
479,True,16,2,19,1.0,19,21,0.95,7,0,1,False,0,0.725,0.3415650255319866,19.0,20.3,1.3000000000000007
482,True,16,2,13,1.0,13,14,0.9,-11,1,8,False,0,0.3125,0.3792536530256938,13.0,11.5,-1.5
483,False,16,1,12,1.0,12,76,0.01,13,0,1,True,0,0.725,0.3785938897200182,12.0,13.629999999999999,1.629999999999999
483,True,17,4,12,1.0,12,76,0.01,13,0,1,True,0,0.7764705882352941,0.243745286530596,12.0,13.629999999999999,1.629999999999999
487,True,15,4,27,0.01,20,20,1.0,20,2,5,False,0,0.2266666666666667,0.2814926202195987,20.07,20.0,-0.07000000000000028
491,True,33,3,89,0.2,-35,31,0.4,-38,1,6,True,0,0.6121212121212122,0.3903184403131434,-10.2,-10.4,-0.20000000000000107
492,True,16,5,31,0.6,-12,63,0.01,14,1,2,False,0,0.6375,0.284897642437888,13.799999999999997,14.49,0.690000000000003
493,True,16,5,11,1.0,11,55,0.5,-31,1,6,False,0,0.4125,0.3461695153148719,11.0,12.0,1.0
494,True,17,2,10,1.0,10,9,0.75,1,3,2,False,0,0.1647058823529411,0.3101233151316348,10.0,7.0,-3.0
495,True,16,4,92,0.25,-37,60,0.01,-5,0,1,True,0,0.775,0.2720294101747089,-4.75,-4.3500000000000005,0.39999999999999947
496,True,17,4,84,0.25,-19,35,0.5,-15,1,2,False,0,0.6000000000000001,0.324037034920393,6.75,10.0,3.25
497,True,16,5,33,0.4,13,20,0.8,13,1,6,False,0,0.35,0.3687817782917155,21.0,18.6,-2.3999999999999986
499,True,18,2,12,0.2,3,18,0.75,-30,0,1,False,0,0.4944444444444445,0.2919956128240572,4.800000000000001,6.0,1.1999999999999993
500,True,17,5,27,0.2,17,22,0.9,18,0,1,False,0,0.7411764705882353,0.2526331914293225,19.0,21.6,2.6000000000000014
502,True,18,3,66,0.25,-18,11,0.4,-1,2,7,False,0,0.7333333333333333,0.2910427500435996,3.0,3.8000000000000003,0.8000000000000003
503,False,16,1,30,1.0,30,32,0.99,10,0,1,False,0,0.3750000000000001,0.4434711565216691,30.0,31.78,1.7800000000000011
503,True,16,3,30,1.0,30,32,0.99,10,0,1,False,0,0.8625000000000002,0.280178514522438,30.0,31.78,1.7800000000000011
504,False,16,1,64,0.05,19,23,0.4,18,3,2,False,0,0.275,0.3568379650952703,21.25,20.0,-1.25
505,True,16,3,2,1.0,2,8,0.8,-20,1,2,False,0,0.7625,0.311715682420161,2.0,2.4000000000000012,0.40000000000000124
506,True,15,2,13,1.0,13,17,0.8,0,1,8,False,0,0.6700952380952382,0.3335433352093623,13.0,13.600000000000001,0.6000000000000014
508,True,15,2,17,1.0,17,21,0.5,8,1,6,False,0,0.6328205128205128,0.3108011444100265,17.0,14.5,-2.5
509,True,16,4,14,1.0,14,39,0.4,-8,0,1,False,0,0.2375,0.2446085307860977,14.0,10.8,-3.1999999999999993
510,True,16,3,50,0.75,-35,29,1.0,29,1,6,False,0,0.475,0.4187282332651254,28.75,29.0,0.25
513,True,16,2,21,0.75,16,27,0.2,17,1,4,False,0,0.475,0.3714835124201342,19.75,19.0,-0.75
514,False,16,1,11,1.0,11,27,0.5,0,0,1,True,0,0.4,0.3577708763999663,11.0,13.5,2.5
514,True,17,4,11,1.0,11,27,0.5,0,0,1,True,0,0.4588235294117647,0.3857765278134023,11.0,13.5,2.5
515,True,18,4,30,1.0,30,33,0.99,-11,0,1,True,0,0.2333333333333333,0.3378130356555584,30.0,32.56,2.5600000000000023
519,True,16,2,4,1.0,4,71,0.25,-19,0,1,False,0,0.3,0.3265986323710904,4.0,3.5,-0.5
520,True,16,4,20,1.0,20,88,0.25,1,0,1,False,0,0.375,0.4553387017741116,20.0,22.75,2.75
521,True,18,2,55,0.01,22,60,0.4,-5,0,1,True,0,0.4111111111111112,0.3724148365163724,22.330000000000002,21.0,-1.3300000000000018
522,False,16,1,91,0.1,4,13,0.8,-1,1,4,False,1,0.35,0.4412104562073145,12.7,10.200000000000001,-2.4999999999999982
528,False,16,1,3,1.0,3,0,0.99,-26,0,1,False,0,0.1455827067669172,0.1953376850506186,3.0,-0.26000000000000023,-3.2600000000000002
530,False,16,1,25,0.8,-10,18,1.0,18,0,1,False,0,0.6374999999999998,0.3879432948254165,18.0,18.0,0.0
530,True,15,3,25,0.8,-10,18,1.0,18,0,1,False,0,0.64,0.4289522117905442,18.0,18.0,0.0
531,False,16,1,-9,1.0,-9,-7,0.8,-32,1,8,False,0,0.35,0.3614784456460256,-9.0,-12.0,-3.0
531,True,15,4,-9,1.0,-9,-7,0.8,-32,1,8,False,0,0.6666666666666666,0.3754362541795624,-9.0,-12.0,-3.0
532,False,16,1,3,1.0,3,20,0.1,4,3,3,True,0,0.7874999999999999,0.2680174123696692,3.0,5.6,2.5999999999999996
532,True,15,5,3,1.0,3,20,0.1,4,3,3,True,0,0.9466666666666668,0.1407463101097993,3.0,5.6,2.5999999999999996
533,False,16,1,44,0.2,-17,75,0.01,-3,1,6,False,0,0.575,0.4187282332651254,-4.800000000000001,-2.2199999999999998,2.580000000000001
535,False,16,1,26,0.75,-6,20,0.8,6,1,8,False,-1,0.375,0.4187282332651256,18.0,17.2,-0.8000000000000007
536,True,16,2,54,0.4,-14,49,0.1,9,0,1,False,0,0.6374999999999998,0.3518996068956789,13.200000000000001,13.0,-0.20000000000000107
537,False,16,1,31,0.5,15,60,0.4,-3,0,1,False,0,0.2250000000000001,0.3087609647175843,23.0,22.2,-0.8000000000000007
537,True,16,3,31,0.5,15,60,0.4,-3,0,1,False,0,0.3625,0.3739429546512855,23.0,22.2,-0.8000000000000007
539,True,16,2,36,0.5,22,42,0.05,25,2,4,False,0,0.4625,0.4240676046732801,29.0,25.85,-3.1499999999999986
540,True,18,5,75,0.6,-40,31,0.95,5,0,1,False,0,0.7888888888888889,0.2323508728293809,29.0,29.7,0.6999999999999993
542,True,16,3,81,0.25,-4,75,0.1,10,1,4,False,0,0.6749999999999999,0.3336665001664586,17.25,16.5,-0.75
543,True,16,3,15,1.0,15,32,0.5,-3,2,5,False,0,0.4,0.3346640106136303,15.0,14.5,-0.5
544,True,18,2,28,1.0,28,28,1.0,28,1,6,False,0,0.2333333333333333,0.3378130356555584,28.0,28.0,0.0
546,False,16,1,-1,0.6,-24,2,0.05,-9,0,1,False,0,0.575,0.3924283374069717,-10.200000000000001,-8.45,1.7500000000000018
546,True,17,3,-1,0.6,-24,2,0.05,-9,0,1,False,0,0.611764705882353,0.3425681555201396,-10.200000000000001,-8.45,1.7500000000000018
547,True,20,2,58,0.6,-40,36,0.75,-34,0,1,False,0,0.5,0.3524351377428043,18.799999999999997,18.5,-0.29999999999999716
555,False,16,1,17,0.99,-1,27,0.6,0,1,2,False,0,0.5375,0.4544227107000706,16.819999999999997,16.2,-0.6199999999999974
555,True,16,3,17,0.99,-1,27,0.6,0,1,2,False,0,0.475,0.3714835124201342,16.819999999999997,16.2,-0.6199999999999974
559,True,18,5,17,1.0,17,21,0.95,2,0,1,False,0,0.5666666666666665,0.4242640687119285,17.0,20.05,3.0500000000000007
560,False,16,1,10,1.0,10,10,1.0,10,3,2,True,0,0.4125,0.4096746676734276,10.0,10.0,0.0
560,True,17,5,10,1.0,10,10,1.0,10,3,2,True,0,0.5647058823529412,0.4076474832354976,10.0,10.0,0.0
561,False,16,1,19,0.05,-9,48,0.4,-49,0,1,False,0,0.6875000000000001,0.3180670788790734,-7.599999999999999,-10.199999999999996,-2.599999999999997
567,True,18,5,-2,0.6,-10,14,0.4,-15,1,6,False,1,0.8222222222222222,0.2646986200891953,-5.2,-3.3999999999999995,1.8000000000000007
572,True,15,2,24,0.2,0,112,0.1,-4,1,8,False,0,0.2,0.2618614682831908,4.800000000000001,7.600000000000001,2.8000000000000007
573,False,16,1,30,1.0,30,38,0.8,-5,0,1,False,0,0.1625,0.2552776266472772,30.0,29.400000000000002,-0.5999999999999979
573,True,17,5,30,1.0,30,38,0.8,-5,0,1,False,0,0.3882352941176471,0.4029304421069108,30.0,29.400000000000002,-0.5999999999999979
574,True,19,4,28,0.5,18,21,0.95,12,0,1,False,0,0.2105263157894736,0.3160427833943887,23.0,20.55,-2.4499999999999993
576,True,16,5,2,0.95,1,42,0.4,-29,1,6,False,0,0.3625000000000001,0.3739429546512855,1.95,-0.5999999999999979,-2.549999999999998
580,True,18,2,22,1.0,22,32,0.8,-24,0,1,False,0,0.2555555555555555,0.341660688613412,22.0,20.800000000000004,-1.1999999999999957
581,True,19,2,-3,1.0,-3,-5,0.99,-16,3,3,True,0,0.1052631578947368,0.1928548222268252,-3.0,-5.11,-2.1100000000000003
582,True,16,3,25,1.0,25,45,0.5,1,0,1,False,0,0.375,0.3991657967979388,25.0,23.0,-2.0
583,False,16,1,14,1.0,14,14,0.2,13,0,1,False,0,0.2,0.3425395354310701,14.0,13.200000000000001,-0.7999999999999989
583,True,17,5,14,1.0,14,14,0.2,13,0,1,False,0,0.1411764705882353,0.2209604702469758,14.0,13.200000000000001,-0.7999999999999989
590,True,19,4,23,0.95,23,28,0.1,22,3,6,False,0,0.2,0.3197221015541813,23.0,22.6,-0.3999999999999986
591,True,15,3,79,0.2,-4,23,0.25,9,1,2,False,0,0.8763636363636365,0.1884755221033048,12.600000000000001,12.5,-0.10000000000000142
592,True,15,2,34,0.2,-6,2,1.0,2,0,1,False,0,0.8266666666666667,0.1667618775665584,2.0,2.0,0.0
595,True,16,4,18,1.0,18,21,0.75,9,0,1,False,0,0.4125,0.4410215414239989,18.0,18.0,0.0
596,True,15,4,-1,1.0,-1,52,0.25,-18,0,1,False,0,0.4666666666666667,0.3754362541795624,-1.0,-0.5,0.5
598,False,16,1,6,1.0,6,15,0.05,9,0,1,False,0,0.7875000000000001,0.3612478373637689,6.0,9.299999999999999,3.299999999999999
598,True,16,5,6,1.0,6,15,0.05,9,0,1,False,0,0.9125,0.1784189825476351,6.0,9.299999999999999,3.299999999999999
599,True,18,2,-6,1.0,-6,17,0.5,-33,1,4,False,0,0.7444444444444444,0.3484794233476807,-6.0,-8.0,-2.0
601,True,16,4,15,1.0,15,19,0.75,16,0,1,True,0,0.775,0.3714835124201341,15.0,18.25,3.25
603,True,18,2,1,1.0,1,13,0.4,-9,0,1,True,0,0.4888888888888888,0.344518229499567,1.0,-0.1999999999999993,-1.1999999999999993
604,True,18,4,101,0.4,-24,34,0.6,15,0,1,False,0,0.6000000000000001,0.4058397249567139,26.000000000000007,26.4,0.3999999999999915
608,False,17,1,70,0.1,10,15,0.75,13,1,2,False,0,0.6941176470588235,0.3613699424331217,16.0,14.5,-1.5
610,True,15,3,33,0.2,-12,0,0.95,-15,0,1,False,0,0.4666666666666667,0.3598941643369749,-3.000000000000001,-0.7500000000000007,2.25
611,False,17,1,23,1.0,23,39,0.5,6,0,1,False,0,0.4,0.4,23.0,22.5,-0.5
612,True,15,5,4,1.0,4,41,0.2,-6,1,8,False,0,0.4400000000000001,0.4154171741411621,4.0,3.4000000000000004,-0.5999999999999996
616,False,17,1,9,1.0,9,64,0.2,-5,3,4,False,0,0.5058823529411766,0.3880570000581328,9.0,8.8,-0.1999999999999993
617,True,16,3,22,0.75,-2,16,1.0,16,0,1,False,0,0.6500000000000001,0.3224903099319419,16.0,16.0,0.0
619,False,17,1,30,1.0,30,77,0.4,1,0,1,False,0,0.5882352941176472,0.3199264621385211,30.0,31.400000000000002,1.4000000000000021
620,True,16,3,61,0.5,-23,32,0.05,19,2,3,False,0,0.5999999999999999,0.4258325179379017,19.0,19.650000000000002,0.6500000000000021
621,False,16,1,21,1.0,21,21,1.0,21,2,5,False,0,0.5875000000000001,0.3304037933599835,21.0,21.0,0.0
624,True,17,5,39,0.6,17,69,0.01,31,0,1,True,0,0.6470588235294118,0.3502100210210002,30.2,31.380000000000003,1.1800000000000033
626,True,17,4,17,1.0,17,22,0.8,9,0,1,True,0,0.588235294117647,0.3706115772294095,17.0,19.400000000000002,2.400000000000002
627,True,16,3,3,1.0,3,39,0.1,1,0,1,True,0,0.525,0.3568379650952703,3.0,4.800000000000001,1.8000000000000007
