bRate,A,B
0.7882352941176471,"[[0.1, 36.0], [0.9, 8.0]]","[[0.5, 16.0], [0.00390625, 25.5], [0.02734375, 26.5], [0.08203125, 27.5], [0.13671875, 28.5], [0.13671875, 29.5], [0.08203125, 30.5], [0.02734375, 31.5], [0.00390625, 32.5]]"
0.3625,"[[0.05, 67.0], [0.9500000000000001, 13.0]]","[[0.75, 4.0], [0.03125, 30.5], [0.09375000000000001, 31.5], [0.09375000000000001, 32.5], [0.03125, 33.5]]"
0.4823529411764706,"[[0.2, 6.0], [0.8, -4.0]]","[[0.6000000000000001, -7.0], [0.0031249999999999997, -1.5], [0.021875000000000002, -0.5], [0.065625, 0.5], [0.109375, 1.5], [0.109375, 2.5], [0.065625, 3.5], [0.021875000000000002, 4.5], [0.0031249999999999997, 5.5]]"
0.7374999999999999,"[[1.0, 10.0], [0.0, 10.0]]","[[0.8, 7.0], [0.2, 43.0]]"
0.4588235294117647,"[[1.0, 5.0], [0.0, 5.0]]","[[0.5, -18.0], [0.5, 27.0]]"
0.6133333333333334,"[[1.0, 15.0], [0.0, 15.0]]","[[0.4, -49.0], [0.0046875, 54.5], [0.0328125, 55.5], [0.0984375, 56.5], [0.1640625, 57.5], [0.1640625, 58.5], [0.0984375, 59.5], [0.0328125, 60.5], [0.0046875, 61.5]]"
0.3875,"[[0.2, 89.0], [0.8, 6.0]]","[[0.8, 11.0], [0.1, 71.0], [0.05, 69.0], [0.025, 65.0], [0.0125, 57.0], [0.00625, 41.0], [0.006249999999999, 9.0]]"
0.3888888888888889,"[[0.75, 25.0], [0.25, -20.0]]","[[0.4, 7.0], [0.6000000000000001, 12.0]]"
0.411764705882353,"[[0.9, 1.0], [0.099999999999999, 1.0]]","[[0.8, -12.0], [0.0015624999999999999, 46.5], [0.010937500000000001, 47.5], [0.0328125, 48.5], [0.0546875, 49.5], [0.0546875, 50.5], [0.0328125, 51.5], [0.010937500000000001, 52.5], [0.0015624999999999999, 53.5]]"
0.5625000000000001,"[[0.99, 29.0], [0.01, 11.0]]","[[0.6000000000000001, 21.0], [0.2, 45.0], [0.199999999999999, 47.0]]"
0.9333333333333336,"[[1.0, 3.0], [0.0, 3.0]]","[[0.75, 9.0], [0.125, 18.0], [0.0625, 20.0], [0.0625, 24.0]]"
0.5874999999999999,"[[1.0, 23.0], [0.0, 23.0]]","[[0.8, 21.0], [0.0015624999999999999, 35.5], [0.010937500000000001, 36.5], [0.0328125, 37.5], [0.0546875, 38.5], [0.0546875, 39.5], [0.0328125, 40.5], [0.010937500000000001, 41.5], [0.0015624999999999999, 42.5]]"
0.2555555555555556,"[[0.1, 49.0], [0.9, 9.0]]","[[0.8, -2.0], [0.1, 27.0], [0.05, 29.0], [0.025, 33.0], [0.0125, 41.0], [0.00625, 57.0], [0.006249999999999, 89.0]]"
0.55,"[[0.4, 38.0], [0.6000000000000001, -9.0]]","[[0.099999999999999, -10.0], [0.45, 7.0], [0.225, 9.0], [0.224999999999999, 13.0]]"
0.5249999999999999,"[[0.25, 6.0], [0.75, -15.0]]","[[0.5, -15.0], [0.25, -13.0], [0.125, -9.0], [0.0625, -1.0], [0.03125, 15.0], [0.03125, 47.0]]"
0.775,"[[0.05, 37.0], [0.9500000000000001, 19.0]]","[[0.6000000000000001, 20.0], [0.4, 40.0]]"
0.6875,"[[1.0, 19.0], [0.0, 19.0]]","[[0.5, 20.0], [0.5, 18.0]]"
0.775,"[[0.8, 28.0], [0.199999999999999, 25.0]]","[[0.99, 26.0], [0.005, 36.0], [0.0025, 38.0], [0.00125, 42.0], [0.000625, 50.0], [0.0003125, 66.0], [0.0003125, 98.0]]"
0.5529411764705883,"[[1.0, 10.0], [0.0, 10.0]]","[[0.5, -48.0], [0.00390625, 56.5], [0.02734375, 57.5], [0.08203125, 58.5], [0.13671875, 59.5], [0.13671875, 60.5], [0.08203125, 61.5], [0.02734375, 62.5], [0.00390625, 63.5]]"
0.5058823529411764,"[[0.2, 65.0], [0.8, 16.0]]","[[0.9, 17.0], [0.1, 58.0]]"
0.188235294117647,"[[0.6000000000000001, 40.0], [0.4, -22.0]]","[[0.25, -6.0], [0.75, 11.0]]"
0.8250000000000001,"[[1.0, -8.0], [0.0, -8.0]]","[[0.199999999999999, -34.0], [0.8, 3.0]]"
0.3875,"[[1.0, 8.0], [0.0, 8.0]]","[[0.8, -13.0], [0.025, 75.5], [0.07500000000000001, 76.5], [0.07500000000000001, 77.5], [0.025, 78.5]]"
0.4787878787878788,"[[1.0, -1.0], [0.0, -1.0]]","[[0.25, -18.0], [0.75, 1.0]]"
0.5,"[[0.5, 83.0], [0.5, -35.0]]","[[0.199999999999999, -11.0], [0.1, 35.5], [0.30000000000000004, 36.5], [0.30000000000000004, 37.5], [0.1, 38.5]]"
0.8250000000000001,"[[1.0, 8.0], [0.0, 8.0]]","[[0.01, 7.0], [0.99, 10.0]]"
0.490909090909091,"[[1.0, -7.0], [0.0, -7.0]]","[[0.8, -25.0], [0.2, 16.0]]"
0.65,"[[1.0, 11.0], [0.0, 11.0]]","[[0.99, 10.0], [0.01, 79.0]]"
0.1666666666666666,"[[0.05, 61.0], [0.9500000000000001, -1.0]]","[[0.9500000000000001, -4.0], [0.000390625, 18.5], [0.0027343750000000003, 19.5], [0.008203125, 20.5], [0.013671875, 21.5], [0.013671875, 22.5], [0.008203125, 23.5], [0.0027343750000000003, 24.5], [0.000390625, 25.5]]"
0.025,"[[1.0, 1.0], [0.0, 1.0]]","[[0.9, -11.0], [0.1, -2.0]]"
0.9294117647058824,"[[1.0, 16.0], [0.0, 16.0]]","[[0.9500000000000001, 18.0], [0.05, 46.0]]"
0.1733333333333333,"[[0.2, 9.0], [0.8, -11.0]]","[[0.01, -10.0], [0.99, -9.0]]"
0.2470588235294117,"[[1.0, 11.0], [0.0, 11.0]]","[[0.6000000000000001, -12.0], [0.4, 31.0]]"
0.3375,"[[0.25, 41.0], [0.75, 24.0]]","[[1.0, 28.0]]"
0.32,"[[1.0, 2.0], [0.0, 2.0]]","[[0.8, -19.0], [0.2, 73.0]]"
0.5222222222222223,"[[1.0, 11.0], [0.0, 11.0]]","[[0.75, 2.0], [0.0078125, 59.5], [0.0390625, 60.5], [0.078125, 61.5], [0.078125, 62.5], [0.0390625, 63.5], [0.0078125, 64.5]]"
0.3333333333333333,"[[1.0, 30.0], [0.0, 30.0]]","[[0.6000000000000001, -12.0], [0.4, 71.0]]"
0.4941176470588234,"[[1.0, 5.0], [0.0, 5.0]]","[[0.6000000000000001, -10.0], [0.05, 17.5], [0.15000000000000002, 18.5], [0.15000000000000002, 19.5], [0.05, 20.5]]"
0.5750000000000001,"[[0.9500000000000001, 25.0], [0.05, -14.0]]","[[0.05, 12.0], [0.9500000000000001, 21.0]]"
0.7666666666666667,"[[0.25, 15.0], [0.75, 8.0]]","[[0.25, -25.0], [0.375, 32.0], [0.1875, 30.0], [0.1875, 26.0]]"
0.68,"[[0.1, 99.0], [0.9, 9.0]]","[[0.199999999999999, 6.0], [0.4, 25.0], [0.2, 27.0], [0.1, 31.0], [0.099999999999999, 39.0]]"
0.4666666666666667,"[[0.4, 43.0], [0.6000000000000001, -39.0]]","[[0.75, -33.0], [0.25, 82.0]]"
0.7764705882352941,"[[1.0, -6.0], [0.0, -6.0]]","[[0.6000000000000001, -32.0], [0.2, 50.0], [0.1, 52.0], [0.05, 56.0], [0.025, 64.0], [0.0125, 80.0], [0.012499999999999001, 112.0]]"
0.6,"[[1.0, 27.0], [0.0, 27.0]]","[[0.4, -18.0], [0.0046875, 66.5], [0.0328125, 67.5], [0.0984375, 68.5], [0.1640625, 69.5], [0.1640625, 70.5], [0.0984375, 71.5], [0.0328125, 72.5], [0.0046875, 73.5]]"
0.525,"[[0.4, 36.0], [0.6000000000000001, -34.0]]","[[0.75, -20.0], [0.125, 46.0], [0.0625, 44.0], [0.03125, 40.0], [0.015625, 32.0], [0.0078125, 16.0], [0.0078125, -16.0]]"
0.4375000000000001,"[[1.0, 29.0], [0.0, 29.0]]","[[0.9500000000000001, 27.0], [0.05, 61.0]]"
0.2375,"[[0.8, 6.0], [0.199999999999999, -29.0]]","[[0.8, -6.0], [0.00625, -1.5], [0.03125, -0.5], [0.0625, 0.5], [0.0625, 1.5], [0.03125, 2.5], [0.00625, 3.5]]"
0.4111111111111112,"[[0.9500000000000001, 25.0], [0.05, 24.0]]","[[0.75, 16.0], [0.125, 27.0], [0.0625, 29.0], [0.03125, 33.0], [0.03125, 41.0]]"
0.611764705882353,"[[1.0, 13.0], [0.0, 13.0]]","[[0.125, 11.5], [0.375, 12.5], [0.375, 13.5], [0.125, 14.5]]"
0.6705882352941177,"[[1.0, 30.0], [0.0, 30.0]]","[[0.4, 3.0], [0.30000000000000004, 60.5], [0.30000000000000004, 61.5]]"
0.2111111111111111,"[[0.4, 39.0], [0.6000000000000001, -38.0]]","[[0.6000000000000001, -31.0], [0.4, 11.0]]"
0.7066666666666667,"[[0.01, 34.0], [0.99, -1.0]]","[[0.25, -31.0], [0.75, 10.0]]"
0.3375,"[[0.05, 32.0], [0.9500000000000001, 5.0]]","[[0.5, -16.0], [0.5, 45.0]]"
0.95,"[[1.0, 13.0], [0.0, 13.0]]","[[0.9, 13.0], [0.0031249999999999997, 40.5], [0.015625, 41.5], [0.03125, 42.5], [0.03125, 43.5], [0.015625, 44.5], [0.0031249999999999997, 45.5]]"
0.575,"[[0.4, 8.0], [0.6000000000000001, 6.0]]","[[0.0078125, 3.5], [0.0546875, 4.5], [0.1640625, 5.5], [0.2734375, 6.5], [0.2734375, 7.5], [0.1640625, 8.5], [0.0546875, 9.5], [0.0078125, 10.5]]"
0.7,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6000000000000001, -38.0], [0.4, 54.0]]"
0.6499999999999999,"[[1.0, -3.0], [0.0, -3.0]]","[[0.8, -10.0], [0.2, 19.0]]"
0.6625,"[[0.5, 27.0], [0.5, -43.0]]","[[0.8, -30.0], [0.1, 91.0], [0.05, 93.0], [0.025, 97.0], [0.0125, 105.0], [0.012499999999999001, 121.0]]"
0.5333333333333333,"[[1.0, 14.0], [0.0, 14.0]]","[[0.99, 12.0], [0.01, 114.0]]"
0.3250000000000001,"[[0.01, 101.0], [0.99, 1.0]]","[[0.8, -2.0], [0.025, 22.5], [0.07500000000000001, 23.5], [0.07500000000000001, 24.5], [0.025, 25.5]]"
0.8000000000000002,"[[1.0, -4.0], [0.0, -4.0]]","[[0.25, -42.0], [0.375, 13.0], [0.375, 15.0]]"
0.425,"[[1.0, -4.0], [0.0, -4.0]]","[[0.99, -6.0], [0.01, 67.0]]"
0.575,"[[0.9500000000000001, 19.0], [0.05, 18.0]]","[[0.9, 17.0], [0.00078125, 33.5], [0.0054687500000000005, 34.5], [0.01640625, 35.5], [0.02734375, 36.5], [0.02734375, 37.5], [0.01640625, 38.5], [0.0054687500000000005, 39.5], [0.00078125, 40.5]]"
0.7185520361990951,"[[0.99, -5.0], [0.01, -19.0]]","[[0.6000000000000001, -26.0], [0.05, 23.5], [0.15000000000000002, 24.5], [0.15000000000000002, 25.5], [0.05, 26.5]]"
0.8266666666666667,"[[1.0, -4.0], [0.0, -4.0]]","[[0.99, -1.0], [0.01, 38.0]]"
0.7789473684210527,"[[0.25, 87.0], [0.75, -8.0]]","[[0.5, -2.0], [0.25, 42.5], [0.25, 43.5]]"
0.4258064516129032,"[[0.6000000000000001, 5.0], [0.4, -8.0]]","[[0.75, -10.0], [0.125, 43.0], [0.0625, 41.0], [0.03125, 37.0], [0.03125, 29.0]]"
0.775,"[[1.0, 7.0], [0.0, 7.0]]","[[0.8, 4.0], [0.1, 29.0], [0.05, 31.0], [0.049999999999999004, 35.0]]"
0.85,"[[0.8, 27.0], [0.199999999999999, 21.0]]","[[0.8, 27.0], [0.2, 67.0]]"
0.5777777777777777,"[[1.0, -8.0], [0.0, -8.0]]","[[0.9, -15.0], [0.1, 41.0]]"
0.6625,"[[0.99, 0.0], [0.01, -27.0]]","[[0.6000000000000001, -21.0], [0.4, 22.0]]"
0.3999999999999999,"[[1.0, 14.0], [0.0, 14.0]]","[[0.5, -3.0], [0.25, 21.0], [0.125, 23.0], [0.0625, 27.0], [0.0625, 35.0]]"
0.5263157894736842,"[[1.0, 4.0], [0.0, 4.0]]","[[0.8, -13.0], [0.00625, 91.5], [0.03125, 92.5], [0.0625, 93.5], [0.0625, 94.5], [0.03125, 95.5], [0.00625, 96.5]]"
0.8,"[[1.0, 2.0], [0.0, 2.0]]","[[0.25, 3.0], [0.09375000000000001, 5.5], [0.28125, 6.5], [0.28125, 7.5], [0.09375000000000001, 8.5]]"
0.6,"[[1.0, -2.0], [0.0, -2.0]]","[[0.9, -11.0], [0.00078125, 40.5], [0.0054687500000000005, 41.5], [0.01640625, 42.5], [0.02734375, 43.5], [0.02734375, 44.5], [0.01640625, 45.5], [0.0054687500000000005, 46.5], [0.00078125, 47.5]]"
0.8999999999999999,"[[0.9500000000000001, 30.0], [0.05, 7.0]]","[[0.9, 31.0], [0.1, 36.0]]"
0.65,"[[1.0, 7.0], [0.0, 7.0]]","[[0.01, -26.0], [0.0309375, 5.5], [0.1546875, 6.5], [0.309375, 7.5], [0.309375, 8.5], [0.1546875, 9.5], [0.0309375, 10.5]]"
0.3764705882352941,"[[1.0, 22.0], [0.0, 22.0]]","[[0.25, -39.0], [0.75, 47.0]]"
0.7000000000000001,"[[1.0, 1.0], [0.0, 1.0]]","[[0.25, -44.0], [0.75, 15.0]]"
0.7222222222222222,"[[1.0, -5.0], [0.0, -5.0]]","[[0.5, -39.0], [0.0625, 21.5], [0.1875, 22.5], [0.1875, 23.5], [0.0625, 24.5]]"
0.925,"[[1.0, 6.0], [0.0, 6.0]]","[[0.099999999999999, 2.0], [0.9, 19.0]]"
0.4,"[[0.25, 74.0], [0.75, 7.0]]","[[0.25, -10.0], [0.75, 32.0]]"
0.5111111111111111,"[[1.0, 0.0], [0.0, 0.0]]","[[0.9500000000000001, -3.0], [0.05, 40.0]]"
0.4375000000000001,"[[0.1, 93.0], [0.9, -3.0]]","[[0.4, -44.0], [0.6000000000000001, 37.0]]"
0.6125,"[[0.75, 36.0], [0.25, -7.0]]","[[0.6000000000000001, 21.0], [0.4, 33.0]]"
0.6,"[[1.0, 13.0], [0.0, 13.0]]","[[0.01, 1.0], [0.99, 16.0]]"
0.75,"[[1.0, 8.0], [0.0, 8.0]]","[[0.75, 9.0], [0.03125, 10.5], [0.09375000000000001, 11.5], [0.09375000000000001, 12.5], [0.03125, 13.5]]"
0.5647058823529413,"[[1.0, 28.0], [0.0, 28.0]]","[[0.75, 15.0], [0.125, 56.5], [0.125, 57.5]]"
0.6666666666666666,"[[0.01, 40.0], [0.99, 13.0]]","[[0.5, 3.0], [0.5, 34.0]]"
0.4,"[[1.0, 24.0], [0.0, 24.0]]","[[0.099999999999999, -21.0], [0.9, 32.0]]"
0.825,"[[1.0, -8.0], [0.0, -8.0]]","[[0.199999999999999, -9.0], [0.025, -7.5], [0.125, -6.5], [0.25, -5.5], [0.25, -4.5], [0.125, -3.5], [0.025, -2.5]]"
0.0352941176470588,"[[1.0, 27.0], [0.0, 27.0]]","[[0.5, 23.0], [0.5, 27.0]]"
0.9882352941176472,"[[1.0, 13.0], [0.0, 13.0]]","[[0.9, 15.0], [0.0125, 56.5], [0.037500000000000006, 57.5], [0.037500000000000006, 58.5], [0.0125, 59.5]]"
0.7866666666666667,"[[1.0, 8.0], [0.0, 8.0]]","[[0.4, -5.0], [0.30000000000000004, 36.0], [0.15, 34.0], [0.075, 30.0], [0.0375, 22.0], [0.037500000000000006, 6.0]]"
0.8210526315789475,"[[1.0, -8.0], [0.0, -8.0]]","[[0.8, -13.0], [0.0015624999999999999, 25.5], [0.010937500000000001, 26.5], [0.0328125, 27.5], [0.0546875, 28.5], [0.0546875, 29.5], [0.0328125, 30.5], [0.010937500000000001, 31.5], [0.0015624999999999999, 32.5]]"
0.3733333333333333,"[[0.75, 29.0], [0.25, 1.0]]","[[0.03125, 19.5], [0.15625, 20.5], [0.3125, 21.5], [0.3125, 22.5], [0.15625, 23.5], [0.03125, 24.5]]"
0.4533333333333333,"[[1.0, 21.0], [0.0, 21.0]]","[[0.199999999999999, -1.0], [0.8, 32.0]]"
0.496774193548387,"[[1.0, 25.0], [0.0, 25.0]]","[[0.9, 14.0], [0.05, 111.0], [0.025, 113.0], [0.0125, 117.0], [0.00625, 125.0], [0.006249999999999, 141.0]]"
0.4875,"[[0.25, 91.0], [0.75, 3.0]]","[[0.199999999999999, -7.0], [0.8, 22.0]]"
0.6941176470588236,"[[1.0, 27.0], [0.0, 27.0]]","[[0.01, 11.0], [0.99, 29.0]]"
0.9058823529411764,"[[1.0, 24.0], [0.0, 24.0]]","[[0.9500000000000001, 26.0], [0.025, 46.0], [0.0125, 48.0], [0.00625, 52.0], [0.0031249999999999997, 60.0], [0.003125, 76.0]]"
0.6625,"[[1.0, 25.0], [0.0, 25.0]]","[[0.25, 17.0], [0.005859375, 25.5], [0.041015625, 26.5], [0.12304687500000001, 27.5], [0.205078125, 28.5], [0.205078125, 29.5], [0.12304687500000001, 30.5], [0.041015625, 31.5], [0.005859375, 32.5]]"
0.3368421052631579,"[[1.0, 29.0], [0.0, 29.0]]","[[0.4, -1.0], [0.6000000000000001, 50.0]]"
0.9125,"[[0.6000000000000001, -8.0], [0.4, -13.0]]","[[0.199999999999999, -2.0], [0.8, -1.0]]"
0.1875,"[[1.0, -10.0], [0.0, -10.0]]","[[0.4, -20.0], [0.30000000000000004, -6.0], [0.15, -8.0], [0.075, -12.0], [0.0375, -20.0], [0.037500000000000006, -36.0]]"
0.375,"[[0.1, 22.0], [0.9, 18.0]]","[[0.5, 17.5], [0.5, 18.5]]"
0.4941176470588236,"[[0.99, 27.0], [0.01, -24.0]]","[[0.6000000000000001, -15.0], [0.05, 82.5], [0.15000000000000002, 83.5], [0.15000000000000002, 84.5], [0.05, 85.5]]"
0.7647058823529411,"[[1.0, 15.0], [0.0, 15.0]]","[[0.8, 13.0], [0.1, 32.0], [0.099999999999999, 34.0]]"
0.1,"[[0.99, 14.0], [0.01, 13.0]]","[[0.75, 1.0], [0.0078125, 3.5], [0.0390625, 4.5], [0.078125, 5.5], [0.078125, 6.5], [0.0390625, 7.5], [0.0078125, 8.5]]"
0.2375,"[[1.0, -1.0], [0.0, -1.0]]","[[0.8, -7.0], [0.2, 2.0]]"
0.6,"[[1.0, -3.0], [0.0, -3.0]]","[[0.9, -10.0], [0.05, 68.0], [0.025, 70.0], [0.024999999999999002, 74.0]]"
0.475,"[[0.99, 0.0], [0.01, -28.0]]","[[0.9500000000000001, -1.0], [0.05, 54.0]]"
0.96,"[[0.99, 9.0], [0.01, -17.0]]","[[1.0, 9.0]]"
0.2800000000000001,"[[1.0, -1.0], [0.0, -1.0]]","[[0.8, -6.0], [0.2, 24.0]]"
0.0875,"[[1.0, 27.0], [0.0, 27.0]]","[[0.8, 16.0], [0.2, 27.0]]"
0.6842105263157896,"[[0.5, 55.0], [0.5, -9.0]]","[[0.0078125, 19.5], [0.0546875, 20.5], [0.1640625, 21.5], [0.2734375, 22.5], [0.2734375, 23.5], [0.1640625, 24.5], [0.0546875, 25.5], [0.0078125, 26.5]]"
0.7647058823529411,"[[0.75, 39.0], [0.25, -29.0]]","[[0.6000000000000001, 22.0], [0.2, 32.0], [0.1, 34.0], [0.05, 38.0], [0.025, 46.0], [0.0125, 62.0], [0.012499999999999001, 94.0]]"
0.175,"[[1.0, 12.0], [0.0, 12.0]]","[[0.4, -8.0], [0.6000000000000001, 15.0]]"
0.5393939393939394,"[[0.8, -5.0], [0.199999999999999, -9.0]]","[[1.0, -6.0]]"
0.4249999999999999,"[[0.5, 51.0], [0.5, -13.0]]","[[0.4, -11.0], [0.30000000000000004, 32.0], [0.30000000000000004, 34.0]]"
0.6666666666666666,"[[0.9, 26.0], [0.099999999999999, -3.0]]","[[0.01, 0.0], [0.495, 25.5], [0.495, 26.5]]"
0.1,"[[1.0, 5.0], [0.0, 5.0]]","[[0.05, -11.0], [0.9500000000000001, 1.0]]"
0.2375,"[[1.0, 10.0], [0.0, 10.0]]","[[0.75, -9.0], [0.25, 57.0]]"
0.7032679738562092,"[[0.4, 31.0], [0.6000000000000001, -26.0]]","[[0.6000000000000001, -18.0], [0.05, 35.5], [0.15000000000000002, 36.5], [0.15000000000000002, 37.5], [0.05, 38.5]]"
0.4133333333333333,"[[1.0, 19.0], [0.0, 19.0]]","[[0.4, -26.0], [0.30000000000000004, 33.5], [0.30000000000000004, 34.5]]"
0.52,"[[0.9500000000000001, 5.0], [0.05, -4.0]]","[[0.9500000000000001, 3.0], [0.05, 14.0]]"
0.6533333333333334,"[[0.4, 19.0], [0.6000000000000001, -4.0]]","[[0.99, 2.0], [0.005, 25.0], [0.0025, 23.0], [0.00125, 19.0], [0.00125, 11.0]]"
0.8941176470588236,"[[0.99, -1.0], [0.01, -26.0]]","[[0.01, -15.0], [0.495, 7.0], [0.24750000000000003, 5.0], [0.12375000000000001, 1.0], [0.12375000000000001, -7.0]]"
0.0941176470588235,"[[1.0, 7.0], [0.0, 7.0]]","[[0.99, -2.0], [0.005, 3.0], [0.0025, 5.0], [0.00125, 9.0], [0.00125, 17.0]]"
0.3333333333333333,"[[1.0, 28.0], [0.0, 28.0]]","[[0.9, 18.0], [0.05, 37.0], [0.025, 39.0], [0.0125, 43.0], [0.00625, 51.0], [0.006249999999999, 67.0]]"
0.8133333333333332,"[[1.0, 16.0], [0.0, 16.0]]","[[0.4, 21.0], [0.30000000000000004, 21.0], [0.30000000000000004, 23.0]]"
0.16,"[[0.75, -8.0], [0.25, -16.0]]","[[0.25, -23.0], [0.005859375, -21.5], [0.041015625, -20.5], [0.12304687500000001, -19.5], [0.205078125, -18.5], [0.205078125, -17.5], [0.12304687500000001, -16.5], [0.041015625, -15.5], [0.005859375, -14.5]]"
0.8375,"[[1.0, 4.0], [0.0, 4.0]]","[[0.75, 8.0], [0.125, 30.0], [0.0625, 28.0], [0.03125, 24.0], [0.015625, 16.0], [0.0078125, 0.0], [0.0078125, -32.0]]"
0.4,"[[0.75, 27.0], [0.25, -21.0]]","[[0.5, -18.0], [0.5, 42.0]]"
0.5294117647058825,"[[1.0, 26.0], [0.0, 26.0]]","[[0.9500000000000001, 21.0], [0.025, 98.5], [0.025, 99.5]]"
0.4,"[[1.0, 18.0], [0.0, 18.0]]","[[0.99, 17.0], [0.01, 29.0]]"
0.25,"[[1.0, 4.0], [0.0, 4.0]]","[[0.6000000000000001, -13.0], [0.4, 25.0]]"
0.125,"[[1.0, 2.0], [0.0, 2.0]]","[[0.9500000000000001, -15.0], [0.025, 89.0], [0.0125, 87.0], [0.0125, 83.0]]"
0.3888888888888889,"[[0.25, 96.0], [0.75, -44.0]]","[[0.99, -12.0], [0.01, -11.0]]"
0.3644444444444445,"[[0.2, 54.0], [0.8, -1.0]]","[[0.5, -22.0], [0.5, 34.0]]"
0.9,"[[1.0, 20.0], [0.0, 20.0]]","[[0.9500000000000001, 25.0], [0.00625, 79.5], [0.018750000000000003, 80.5], [0.018750000000000003, 81.5], [0.00625, 82.5]]"
0.2625,"[[1.0, 8.0], [0.0, 8.0]]","[[0.8, -7.0], [0.00625, 75.5], [0.03125, 76.5], [0.0625, 77.5], [0.0625, 78.5], [0.03125, 79.5], [0.00625, 80.5]]"
0.725,"[[1.0, 19.0], [0.0, 19.0]]","[[0.05, 7.0], [0.9500000000000001, 21.0]]"
0.8588235294117648,"[[0.9500000000000001, 26.0], [0.05, -17.0]]","[[0.25, 14.0], [0.0234375, 38.5], [0.1171875, 39.5], [0.234375, 40.5], [0.234375, 41.5], [0.1171875, 42.5], [0.0234375, 43.5]]"
0.3125,"[[1.0, 13.0], [0.0, 13.0]]","[[0.099999999999999, -11.0], [0.00703125, 10.5], [0.04921875, 11.5], [0.14765625000000002, 12.5], [0.24609375, 13.5], [0.24609375, 14.5], [0.14765625000000002, 15.5], [0.04921875, 16.5], [0.00703125, 17.5]]"
0.9066666666666666,"[[1.0, -3.0], [0.0, -3.0]]","[[0.9500000000000001, -1.0], [0.000390625, 23.5], [0.0027343750000000003, 24.5], [0.008203125, 25.5], [0.013671875, 26.5], [0.013671875, 27.5], [0.008203125, 28.5], [0.0027343750000000003, 29.5], [0.000390625, 30.5]]"
0.2266666666666667,"[[0.01, 27.0], [0.99, 20.0]]","[[0.5, 16.0], [0.25, 18.0], [0.125, 22.0], [0.0625, 30.0], [0.0625, 46.0]]"
0.3866666666666666,"[[0.01, 45.0], [0.99, 28.0]]","[[0.8, 11.0], [0.2, 76.0]]"
0.55,"[[0.05, 32.0], [0.9500000000000001, 10.0]]","[[0.01, -37.0], [0.99, 19.0]]"
0.325,"[[0.5, 48.0], [0.5, 6.0]]","[[0.5, -36.0], [0.0625, 98.5], [0.1875, 99.5], [0.1875, 100.5], [0.0625, 101.5]]"
0.6375,"[[0.6000000000000001, 31.0], [0.4, -12.0]]","[[0.99, 14.0], [0.005, 62.5], [0.005, 63.5]]"
0.4125,"[[1.0, 11.0], [0.0, 11.0]]","[[0.5, -31.0], [0.015625, 52.5], [0.078125, 53.5], [0.15625, 54.5], [0.15625, 55.5], [0.078125, 56.5], [0.015625, 57.5]]"
0.1647058823529411,"[[1.0, 10.0], [0.0, 10.0]]","[[0.25, 1.0], [0.375, 10.0], [0.375, 8.0]]"
0.6000000000000001,"[[0.25, 84.0], [0.75, -19.0]]","[[0.5, -15.0], [0.25, 34.5], [0.25, 35.5]]"
0.35,"[[0.4, 33.0], [0.6000000000000001, 13.0]]","[[0.199999999999999, 13.0], [0.025, 17.5], [0.125, 18.5], [0.25, 19.5], [0.25, 20.5], [0.125, 21.5], [0.025, 22.5]]"
0.8375,"[[1.0, 4.0], [0.0, 4.0]]","[[0.01, 6.0], [0.0309375, 9.5], [0.1546875, 10.5], [0.309375, 11.5], [0.309375, 12.5], [0.1546875, 13.5], [0.0309375, 14.5]]"
0.4944444444444445,"[[0.2, 12.0], [0.8, 3.0]]","[[0.25, -30.0], [0.75, 18.0]]"
0.7411764705882353,"[[0.2, 27.0], [0.8, 17.0]]","[[0.099999999999999, 18.0], [0.9, 22.0]]"
0.7333333333333333,"[[0.1, 44.0], [0.9, 18.0]]","[[0.25, 14.0], [0.375, 28.5], [0.375, 29.5]]"
0.7333333333333333,"[[0.25, 66.0], [0.75, -18.0]]","[[0.6000000000000001, -1.0], [0.2, 5.0], [0.1, 7.0], [0.05, 11.0], [0.025, 19.0], [0.0125, 35.0], [0.00625, 67.0], [0.006249999999999, 131.0]]"
0.8625000000000002,"[[1.0, 30.0], [0.0, 30.0]]","[[0.01, 10.0], [0.99, 32.0]]"
0.7625,"[[1.0, 2.0], [0.0, 2.0]]","[[0.199999999999999, -20.0], [0.4, 7.5], [0.4, 8.5]]"
0.6700952380952382,"[[1.0, 13.0], [0.0, 13.0]]","[[0.199999999999999, 0.0], [0.00625, 13.5], [0.043750000000000004, 14.5], [0.13125, 15.5], [0.21875000000000003, 16.5], [0.21875000000000003, 17.5], [0.13125, 18.5], [0.043750000000000004, 19.5], [0.00625, 20.5]]"
0.6328205128205128,"[[1.0, 17.0], [0.0, 17.0]]","[[0.5, 8.0], [0.015625, 18.5], [0.078125, 19.5], [0.15625, 20.5], [0.15625, 21.5], [0.078125, 22.5], [0.015625, 23.5]]"
0.2375,"[[1.0, 14.0], [0.0, 14.0]]","[[0.6000000000000001, -8.0], [0.4, 39.0]]"
0.475,"[[0.75, 50.0], [0.25, -35.0]]","[[0.03125, 26.5], [0.15625, 27.5], [0.3125, 28.5], [0.3125, 29.5], [0.15625, 30.5], [0.03125, 31.5]]"
